name,county,latitude,longitude
Colusa,Hancock,40.3415,-91.1004
Colvin Park,De Kalb,42.0817,-88.47
Combs,Piatt,40.071,-88.3637
Comer,Macoupin,39.1735,-89.5814
Como,Whiteside,41.4559,-89.4601
Compro,Sangamon,39.3523,-89.4657
Compton,Lee,41.414,-89.0452
Conant,Perry,38.0321,-89.2856
Concord,Morgan,39.49,-90.2222
Confidence,Fayette,38.5522,-88.5535
Congerville,Woodford,40.3701,-89.1215
Conlogue,Effingham,39.3524,-87.4725
Connelly Ford,Clark,39.1509,-87.553
Conover,Mason,40.1038,-90.0126
Conrad,Calhoun,38.5531,-90.3701
Cooks Mills,Coles,39.3457,-88.2422
Cooksville,Mclean,40.3235,-88.4259
Cooper,Tazewell,40.3937,-89.2415
Cooperstown,Brown,39.575,-90.3623
Cora,Jackson,37.4926,-89.4013
Coral,McHenry,42.1302,-88.3352
Cordes,Washington,38.1746,-89.2726
Cordova,Rock Island,41.4049,-90.1908
Corinth,Perry,37.4908,-88.4635
Corinth,Williamson,37.4908,-88.4635
Cornell,Livingston,40.5924,-88.4345
Cornerville,Hamilton,37.5425,-88.3724
Cornerville,Saline,37.5425,-88.3724
Cornland,Logan,39.5614,-89.2408
Cortland,De Kalb,41.5512,-88.4119
Cottage Grove,Saline,37.4453,-88.2438
Cottage Hills,Madison,38.5411,-90.0412
Cottonwood,Gallatin,37.5321,-88.1247
Coughlin,Peoria,40.5345,-89.2947
Coulterville,Randolph,38.1111,-89.362
Council Hill,Jo Daviess,42.2919,-90.2113
Country Club Hills,Cook,41.3405,-87.4313
Countryside,Cook,41.4658,-87.5241
Covell,Mclean,40.2634,-89.063
Covington,Washington,38.2717,-89.2609
Cowden,Shelby,39.1454,-88.5144
Cowling,Wabash,38.1841,-87.5621
Coyne,McHenry,42.1101,-88.2707
Coyne Center,Rock Island,41.2417,-90.3333
Coynes,Will,41.3432,-88.0834
Crab Orchard,Williamson,37.4345,-88.4815
Crab Orchard Estates,Williamson,37.4458,-89.0851
Crain,Jackson,37.4648,-89.3028
Crainville,Williamson,37.4507,-89.0404
Cramer,Peoria,40.4128,-89.5649
Crandall,Tazewell,40.3758,-89.2555
Cravat,Jefferson,38.2525,-89.0535
Crawford Countryside,Cook,41.3115,-87.4248
Creal Springs,Williamson,37.371,-88.5012
Crenshaw Crossing,Williamson,37.4626,-88.5846
Crescent,Tazewell,40.325,-89.3956
Cresent,Iroquois,40.4612,-87.5132
Crest Hill,Will,41.3317,-88.0555
Creston,Ogle,41.5551,-88.5752
Crestwood,Cook,41.394,-87.4509
Crete,Lake,41.264,-87.3753
Crete,Will,41.264,-87.3753
Creve Coeur,Tazewell,40.385,-89.3528
Crisp,Wayne,38.2622,-88.3544
Croft,Logan,40.0253,-89.3518
Croft,Menard,40.0253,-89.3518
Cropsey,Mclean,40.3633,-88.2843
Crossroads,Johnson,37.2056,-88.4903
Crossroads,St Clair,38.3533,-89.5759
Crossville,White,38.0942,-88.0355
Cruger,Woodford,40.4319,-89.1836
Cruse,Clay,38.4918,-88.404
Crystal Gardens,McHenry,42.1401,-88.2248
Crystal Lake,McHenry,42.1428,-88.1858
Crystal Manor,McHenry,42.1323,-88.173
Crystal Vista,McHenry,42.1419,-88.2216
Cuba,Fulton,40.2934,-90.1126
Cuba,Lake,42.1102,-88.1127
Cullom,Livingston,40.524,-88.1609
Culver,Menard,40.0024,-89.4114
Curran,Sangamon,39.4432,-89.4619
Curtis,Menard,40.0344,-89.4725
Cushman,Moultrie,39.3936,-88.3727
Custer,Marshall,41.0214,-89.0913
Cutler,Perry,38.0156,-89.3356
Cutmer,Iroquois,40.3901,-87.36
Cypress,Johnson,37.2154,-89.0105
Daggett,Carroll,42.0157,-89.5825
Dahinda,Knox,40.5529,-90.0632
Dahlgren,Hamilton,38.1153,-88.4104
Dailey,Champaign,40.142,-87.5651
Dakota,Stephenson,42.2319,-89.3134
Dale,Hamilton,37.5942,-88.293
Dallas City,Hancock,40.381,-91.1002
Dallas City,Henderson,40.381,-91.1002
Dalton City,Moultrie,39.4243,-88.4816
Dalzell,Bureau,41.2128,-89.1034
Damascus,Stephenson,42.222,-89.4222
Damiansville,Clinton,38.3036,-89.371
Damon,Brown,40.0459,-90.4948
Dana,La Salle,40.5728,-88.57
Danforth,Iroquois,40.4913,-87.584
Danley,Randolph,38.0544,-90.0656
Danvers,Mclean,40.3146,-89.1038
Danville,Vermilion,40.0728,-87.3748
Danway,La Salle,41.2557,-88.413
Dareville,Jefferson,38.1154,-88.5835
Darmstadt,St Clair,38.1915,-89.4354
Darrow,Iroquois,40.4308,-87.3611
Darwin,Clark,39.17,-87.3643
Davis,Morgan,39.4046,-90.1306
Davis,Stephenson,42.2521,-89.2449
Davis Junction,Ogle,42.0606,-89.0535
Dawleys,Alexander,37.1245,-89.1746
Dawson,Sangamon,39.511,-89.2748
Daysville,Ogle,41.5904,-89.1906
Dayton,Henry,41.2921,-90.1917
Dayton,La Salle,41.2305,-88.4739
De Kalb,De Kalb,41.5546,-88.4501
De Land,Piatt,40.072,-88.3843
De Long,Vermilion,40.0647,-87.5407
De Soto,Jackson,37.4903,-89.134
Decatur,Macon,39.5025,-88.5717
Decorra,Henderson,40.434,-90.5812
Deer Creek,Tazewell,40.3748,-89.1957
Deer Grove,Whiteside,41.3628,-89.4122
Deer Park,Lake,42.0939,-88.0453
Deer Plain,Calhoun,38.5554,-90.3159
Deerfield,Lake,42.1016,-87.504
Deering City,Franklin,37.5459,-88.5331
Deerpath,Lake,42.1453,-87.5134
Deers,Champaign,40.0318,-88.0721
Dees,Cumberland,39.1323,-88.0933
Degognia,Jackson,37.514,-89.3749
Delafield,Hamilton,38.0852,-88.361
Delavan,Tazewell,40.2221,-89.325
Delhi,Jersey,39.0243,-90.1521
Delmar,Kankakee,41.1039,-87.3618
DeLong,Knox,40.49,-90.1816
Delrey,Iroquois,40.4022,-88.0102
Delta,Saline,37.4103,-88.421
Delwood,Pope,37.3447,-88.3417
Democrat Spring,Jersey,39.0502,-90.2901
Denmark,Perry,37.5951,-89.295
Dennison,Clark,39.2739,-87.3552
Denny,Perry,38.0251,-89.1937
Denrock,Whiteside,41.4159,-89.5832
Denver,Hancock,40.1726,-91.0625
Depler Springs,Fulton,40.2559,-90.1104
Depue,Bureau,41.1927,-89.1824
Derby,Ford,40.263,-88.2633
Derby,Saline,37.3744,-88.2308
Des Plaines,Cook,42.02,-87.53
Deselm,Kankakee,41.1458,-87.5828
Detroit,Pike,39.3714,-90.4036
Devereux Heights,Sangamon,39.5059,-89.3643
Dewey,Champaign,40.1908,-88.1655
DeWitt,De Witt,40.1052,-88.471
Dewmaine,Williamson,37.465,-89.0437
Dexter,Effingham,39.0451,-88.41
Diamond,Grundy,41.1719,-88.1506
Diamond City,Hamilton,38.0521,-88.3309
Diamond Lake,Lake,42.144,-88.0036
Diana,Franklin,38.0559,-88.4505
Dickerson,Champaign,40.1906,-88.252
Dickeys,Kankakee,41.0303,-88.0214
Dieterich,Effingham,39.0343,-88.2247
Dillon,Tazewell,40.2836,-89.3217
Dillsburg,Mclean,40.1859,-88.0446
Dimmick,La Salle,41.2625,-89.0659
Diona,Coles,39.2236,-88.0821
Disco,Hancock,40.3713,-91.0116
Diswood,Alexander,37.1353,-89.1922
Divernon,Sangamon,39.3356,-89.3926
Divide,Jefferson,38.2649,-88.4947
Divine,Grundy,41.2309,-88.1743
Dix,Jefferson,38.263,-88.5615
Dixmoor,Cook,41.3754,-87.3939
Dixon,Lee,41.502,-89.2846
Dixon Springs,Pope,37.2304,-88.4007
Doddsville,Mcdonough,40.1642,-90.3906
Doddsville,Schuyler,40.1642,-90.3906
Dog Walk,Williamson,37.4533,-88.5558
Dogtown Landing,Calhoun,38.5859,-90.4016
Dogwood,Crawford,39.035,-87.5327
Dollville,Shelby,39.2613,-88.593
Dolton,Cook,41.382,-87.3626
Doney,Kankakee,41.04,-87.373
Dongola,Union,37.214,-89.0957
Donnellson,Montgomery,39.014,-89.2824
Donovan,Iroquois,40.53,-87.3658
Dorans,Coles,39.3304,-88.204
Dorchester,Macoupin,39.0508,-89.5315
Dorris Heights,Saline,37.4458,-88.3311
Dorsey,Madison,38.5825,-90.0005
Douglas,St Clair,38.2528,-89.5857
Douglass,Knox,40.471,-90.0503
Dover,Bureau,41.2612,-89.2336
Dow,Jersey,39.0048,-90.2029
Dowell,Jackson,37.5623,-89.1416
Downers Grove,Du Page,41.4832,-88.004
Downs,Mclean,40.2349,-88.5214
Dozaville,Randolph,37.5425,-89.5723
Drake,Greene,39.2732,-90.2814
Dressor,Fayette,39.1023,-89.0304
Drivers,Jefferson,38.195,-88.5935
Druce Lake,Lake,42.2218,-88.0009
Drummond,Will,41.2421,-88.1036
Dry Hill,Jackson,37.4902,-89.3312
Du Bois,Washington,38.1326,-89.1244
Du Quoin,Perry,38.0041,-89.141
Du Quoin,Perry,37.5958,-89.1508
DuBois Center,Washington,38.1506,-89.1241
Dudley,Effingham,39.3436,-87.51
Dudleyville,Bond,38.4926,-89.2505
Duncan,Stark,40.5901,-89.4721
Duncan Mills,Fulton,40.2024,-90.1127
Duncanville,Crawford,38.5717,-87.4144
Dundas,Richland,38.5006,-88.0506
Dunes Park,Lake,42.2515,-87.4932
Dunfermline,Fulton,40.2928,-90.0154
Dunham Castle,Kane,41.5708,-88.1617
Dunkle,Christian,39.2805,-89.0346
Dunlap,Peoria,40.5142,-89.4043
Dunn,Moultrie,39.3734,-88.413
Dunning,Cook,41.571,-87.4747
Dupo,St Clair,38.3058,-90.1237
Durand,Winnebago,42.2611,-89.1955
Durham,Hancock,40.3548,-91.0522
Durley,Bond,38.5604,-89.2205
Dutch Hollow,St Clair,38.3403,-90.0151
Dutch Mills,Union,37.2455,-89.1622
Dutton,Pike,39.4028,-90.4759
Duvall,Shelby,39.2845,-88.4725
Dwight,Livingston,41.054,-88.253
Dykersburg,Williamson,37.4132,-88.4423
Eagerville,Macoupin,39.0642,-89.4702
Eagle,Saline,37.3904,-88.2334
Eagle Point,Ogle,41.5937,-89.4105
Earlville,La Salle,41.3522,-88.5519
East Alton,Madison,38.5249,-90.064
East Brooklyn,Grundy,41.1024,-88.155
East Carondelet,St Clair,38.3231,-90.1358
East Chicago Heights,Cook,41.3023,-87.353
East Clinton,Whiteside,41.5013,-90.0954
East Dubuque,Jo Daviess,42.2932,-90.3834
East Dundee,Kane,42.0556,-88.1617
East Galesburg,Knox,40.5652,-90.1836
East Gillespie,Macoupin,39.0827,-89.4844
East Hannibal,Pike,39.4347,-91.2103
East Hardin,Greene,39.0936,-90.3632
East Hazel Crest,Cook,41.3425,-87.3847
East Joliet,Will,41.3206,-88.0306
East Lynn,Vermilion,40.2759,-87.48
East Moline,Rock Island,41.3003,-90.2639
East Newbern,Jersey,39.0052,-90.1848
East Peoria,Tazewell,40.3958,-89.3448
East Saint Louis,St Clair,38.3728,-90.0903
East Side,Cook,41.4244,-87.3155
Eastburn,Iroquois,40.4623,-87.3808
Easton,Mason,40.1357,-89.5033
Eastwood Manor,McHenry,42.2044,-88.1428
Eberle,Effingham,38.5633,-88.2725
Ebner,Carroll,41.5555,-90.0627
Eckard,Mason,40.1911,-89.592
Eddy,Lake,42.2741,-87.5354
Eddyville,Pope,37.2956,-88.3516
Edelstein,Peoria,40.5627,-89.3745
Eden,Peoria,40.412,-89.4958
Eden,Randolph,38.0714,-89.4003
Eden Park,Williamson,37.4518,-89.0126
Edgar,Edgar,39.452,-87.4204
Edgemont,St Clair,38.3537,-90.0349
Edgetown,Kankakee,41.1046,-87.3432
Edgewood,Effingham,38.5514,-88.3941
Edginton,Rock Island,41.2313,-90.4549
Edinburg,Christian,39.3926,-89.2322
Edwards,Peoria,40.4445,-89.4439
Edwardsville,Madison,38.4841,-89.5711
Effingham,Effingham,39.0712,-88.3236
Effner,Iroquois,40.4614,-87.3134
Egan,Ogle,42.1118,-89.2421
Eichorn,Hardin,37.2928,-88.2419
Eileen,Grundy,41.1739,-88.1616
El Dara,Pike,39.3721,-90.593
El Paso,Woodford,40.4421,-89.0059
El Vista,Peoria,40.4344,-89.3745
Elba,Gallatin,37.4935,-88.1935
Elba Center,Knox,40.5039,-90.0235
Elbow,Richland,38.3832,-88.0718
Elbridge,Edgar,39.3045,-87.3458
Elburn,Kane,41.5332,-88.282
Elco,Alexander,37.1802,-89.1557
Eldena,Lee,41.4616,-89.2436
Elderville,Hancock,40.1949,-91.174
Eldorado,Saline,37.4849,-88.2617
Eldred,Greene,39.1715,-90.3308
Eldridge,Kankakee,41.0934,-87.4312
Eleanor,Warren,40.5858,-90.4142
Eleroy,Stephenson,42.1957,-89.4538
Elgin,Cook,42.0214,-88.1652
Elgin,Kane,42.0214,-88.1652
Eliza,Mercer,41.1745,-90.5803
Elizabeth,Jo Daviess,42.1904,-90.1317
Elizabethtown,Hardin,37.2645,-88.1818
Elk Grove,Cook,41.5954,-88.0013
Elk Grove Village,Cook,42.0014,-87.5813
Elkhart,Logan,40.0114,-89.2858
Elkhorn Grove,Carroll,42.0029,-89.4404
Elkton,Washington,38.173,-89.3324
Elkville,Jackson,37.5436,-89.1409
Ellery,Edwards,38.2117,-88.0855
Ellery,Wayne,38.2117,-88.0855
Elliott,Ford,40.2753,-88.162
Elliottstown,Effingham,39.0004,-88.271
Ellis,Christian,39.3524,-89.3144
Ellis,Sangamon,39.5648,-89.3555
Ellis,Vermilion,40.2119,-87.5306
Ellis Grove,Randolph,38.0032,-89.5421
Ellisville,Fulton,40.3736,-90.1818
Ellsworth,Mclean,40.2701,-88.43
Elmhurst,Du Page,41.5358,-87.5625
Elmira,Stark,41.1047,-89.4954
Elmore,Stark,40.5724,-89.5837
Elmoville,Jo Daviess,42.1556,-90.0249
Elmwood,Peoria,40.464,-89.5759
Elmwood Park,Cook,41.5516,-87.4833
Elsah,Jersey,38.5722,-90.2135
Elsdon,Cook,41.4737,-87.4318
Elva,De Kalb,41.5151,-88.4634
Elvaston,Hancock,40.2342,-91.1458
Elvira,Johnson,37.2936,-89.0146
Elwin,Macon,39.4644,-88.5848
Elwood,Will,41.2414,-88.0642
Embarrass,Coles,39.3102,-88.0528
Emden,Logan,40.1755,-89.2906
Emerald Park,McHenry,42.1908,-88.1501
Emerson,Whiteside,41.4822,-89.4553
Emerson City,Jefferson,38.0822,-89.0243
Emery,Macon,39.5845,-88.5704
Emington,Livingston,40.5811,-88.2129
Emma,White,37.5829,-88.0713
Empire,Mclean,40.182,-88.4227
Energy,Williamson,37.4626,-89.0135
Enfield,White,38.0558,-88.2015
Englewood,Cook,41.4647,-87.3845
Enion,Fulton,40.163,-90.1038
Enos,Macoupin,39.1804,-90.0027
Enright,Mclean,40.4423,-88.5801
Enterprise,Wayne,38.312,-88.2127
Eola,Du Page,41.4639,-88.1434
Epplyanna,Stephenson,42.253,-89.2639
Epworth,White,38.0414,-88.0622
Equality,Gallatin,37.4402,-88.2036
Erie,Whiteside,41.3923,-90.0445
Ernst,Clark,39.1858,-87.4023
Erwin,Schuyler,40.0755,-90.4232
Esmond,De Kalb,42.0201,-88.5608
Essex,Kankakee,41.1038,-88.1108
Etherton,Jackson,37.4107,-89.1916
Etna,Coles,39.2322,-88.2511
Eureka,Woodford,40.4317,-89.1622
Evans,Logan,40.1318,-89.215
Evans,Marshall,41.0217,-89.062
Evanston,Cook,42.0228,-87.4124
Evansville,Randolph,38.0525,-89.5618
Evarts,Stephenson,42.1511,-89.2828
Evergreen Park,Cook,41.4314,-87.4206
Evers,Effingham,39.0553,-88.2712
Ewbanks,Adams,39.5843,-91.191
Ewing,Franklin,38.0519,-88.5108
Exermont,St Clair,38.3852,-90.0247
Exeter,Scott,39.4315,-90.2947
Exline,Kankakee,41.09,-87.4606
Exposition View,Kane,41.4733,-88.2037
Eylar,Livingston,40.5444,-88.271
Fairbanks,Moultrie,39.4302,-88.3148
Fairbury,Livingston,40.445,-88.3053
Fairdale,De Kalb,42.06,-88.5558
Fairfield,Lake,42.1309,-88.0341
Fairfield,Wayne,38.2244,-88.2135
Fairgrange,Coles,39.3443,-88.1018
Fairhaven,Carroll,41.5644,-89.5545
Fairland,Champaign,39.5235,-88.0606
Fairland,Douglas,39.5235,-88.0606
Fairman,Marion,38.404,-89.0617
Fairmont,Madison,38.5432,-90.1251
Fairmont,Will,41.3322,-88.0333
Fairmont City,St Clair,38.3859,-90.0535
Fairmount,Vermilion,40.0244,-87.495
Fairview,Fulton,40.38,-90.0949
Fairview,St Clair,38.353,-90.0051
Faithorn,Will,41.2541,-87.3629
Fall Creek,Adams,39.4644,-91.1808
Falling Spring,St Clair,38.3157,-90.1112
Falmouth,Jasper,39.0317,-88.0844
Fancher,Shelby,39.1603,-88.4623
Fancy Prairie,Menard,39.5951,-89.3558
Fandon,Mcdonough,40.2206,-90.4541
Fargo,Brown,39.5825,-90.5117
Farina,Fayette,38.5003,-88.462
Farmdale,Tazewell,40.3957,-89.304
Farmer City,De Witt,40.1436,-88.3833
Farmersville,Montgomery,39.2636,-89.3906
Farmingdale,Sangamon,39.4922,-89.4822
Farmington,Coles,39.2345,-88.124
Farmington,Fulton,40.4153,-90.0021
Farmington,Peoria,40.4153,-90.0021
Farrington,Clark,39.2812,-87.3246
Fay,Carroll,42.0012,-90.0058
Fayette,Greene,39.1912,-90.0913
Fayetteville,St Clair,38.2239,-89.4743
Fayville,Alexander,37.0953,-89.2536
Fenton,Whiteside,41.435,-90.0148
Ferber,Franklin,37.5425,-88.4432
Fergestown,Williamson,37.4733,-88.5753
Ferguson Ford,Brown,39.514,-90.5412
Ferndale,McHenry,42.1807,-88.1429
Fernway Park,Cook,41.3513,-87.4948
Ferrel,Edgar,39.2946,-87.3506
Ferrin,Clinton,38.3634,-89.14
Ferris,Hancock,40.2808,-91.1013
Fiatt,Fulton,40.3337,-90.1047
Ficklin,Douglas,39.4755,-88.2119
Fidelity,Jersey,39.091,-90.0952
Fieldon,Jersey,39.0631,-90.2954
Fillmore,Montgomery,39.0655,-89.1644
Filson,Douglas,39.4122,-88.1355
Findlay,Shelby,39.3121,-88.4513
Finneyville,Hardin,37.324,-88.0619
Fisher,Champaign,40.1853,-88.21
Fishhook,Pike,39.482,-90.5307
Fitchmoor,La Salle,41.2743,-89.0954
Fithian,Vermilion,40.065,-87.5223
Five Islands Park,Kane,41.5818,-88.1835
Five Point,Menard,39.5921,-89.5259
Five Points,De Kalb,42.0009,-88.4425
Flag Center,Ogle,41.5626,-89.072
Flagg,Ogle,41.5345,-89.0827
Flanagan,Livingston,40.5241,-88.514
Flat Rock,Crawford,38.5406,-87.4018
Flatville,Champaign,40.1422,-88.0333
Flatwoods,Johnson,37.2525,-88.4327
Fletchers,Mclean,40.3137,-88.4701
Flickerville,Kankakee,41.1312,-87.5722
Flint,Hamilton,38.0348,-88.3738
Flora,Clay,38.4008,-88.2908
Floraville,St Clair,38.2235,-90.0322
Florence,Pike,39.3738,-90.3638
Florence,Scott,39.3738,-90.3638
Florence,Stephenson,42.1252,-89.3935
Florid,Putnam,41.1343,-89.1651
Flossmoor,Cook,41.3234,-87.4105
Flossmoor Highlands,Cook,41.3246,-87.4248
Flowerfield,Du Page,41.5202,-88.0202
Foosland,Champaign,40.2141,-88.2541
Forest City,Mason,40.2212,-89.4939
Forest Homes,Madison,38.5452,-90.0509
Forest Lake,Lake,42.1227,-88.032
Forest Park,Cook,41.5246,-87.4849
Forest Park,Will,41.3245,-88.0323
Forest View,Cook,41.4831,-87.4736
Forman,Massac,37.2048,-88.5426
Formosa Junction,Madison,38.4226,-89.5541
Forrest,Livingston,40.4507,-88.244
Forreston,Ogle,42.0734,-89.3445
Forsyth,Macon,39.5557,-88.5704
Fort Gage,Randolph,37.5738,-89.5416
Fossland,Lake,42.294,-87.5706
Foster Pond,Monroe,38.1842,-90.1339
Fosterburg,Madison,38.5818,-90.043
Fountain,Monroe,38.2145,-90.1658
Fountain Creek,Iroquois,40.3058,-87.4839
Fountain Gap,Monroe,38.2315,-90.1518
Fountain Green,Hancock,40.2833,-90.5809
Four Corners,Madison,38.4306,-90.0432
Fowler,Adams,40.0028,-91.153
Fox,Kendall,41.3723,-88.2942
Fox Lake,Lake,42.2348,-88.1101
Fox Lake Hills,Lake,42.2429,-88.0754
Fox River Estates,Kane,41.5736,-88.1835
Fox River Grove,McHenry,42.1203,-88.1252
Fox River Valley Gardens,McHenry,42.1433,-88.1207
Francis,Saline,37.5359,-88.2711
Frankfort,Will,41.2945,-87.5055
Franklin,Morgan,39.3713,-90.0238
Franklin Corners,Whiteside,41.5501,-89.5438
Franklin Grove,Lee,41.503,-89.1801
Franklin Park,Cook,41.5607,-87.5156
Franklinville,McHenry,42.1636,-88.304
Franks,De Kalb,41.4239,-88.4047
Fravet,Tazewell,40.2656,-89.2214
Frederick,Schuyler,40.0412,-90.2544
Freeburg,St Clair,38.2539,-89.5449
Freeman Spur,Williamson,37.514,-88.595
Freeport,Stephenson,42.1748,-89.3716
Fremont Center,Lake,42.1752,-88.0417
French Village,St Clair,38.3601,-90.03
Frielings,Kankakee,41.0938,-88.0647
Friendsville,Wabash,38.3011,-87.4859
Frisco,Franklin,38.0648,-88.4642
Frogtown,Washington,38.2632,-89.293
Frontenac,Du Page,41.4441,-88.1358
Fruit,Madison,38.4951,-89.5145
Fruitland,Rock Island,41.2817,-90.31
Fruitland Landing,Calhoun,38.5218,-90.3403
Fulkerson Landing,Jersey,38.5821,-90.3245
Fuller,Coles,39.3538,-88.2812
Fuller,Moultrie,39.3538,-88.2812
Fullerton,De Witt,40.1237,-88.444
Fulls,Champaign,40.0648,-88.0525
Fulton,Whiteside,41.5202,-90.0934
Fults,Monroe,38.0958,-90.1257
Funkhouser,Effingham,39.0539,-88.3716
Funks Grove,Mclean,40.2149,-89.0652
Furman,St Clair,38.3605,-89.58
Future City,Alexander,37.0144,-89.1117
Galatia,Saline,37.5026,-88.3633
Gale,Alexander,37.1456,-89.2651
Galena,Jo Daviess,42.25,-90.2544
Galena Junction,Jo Daviess,42.2226,-90.2635
Galesburg,Knox,40.5652,-90.2216
Galesville,Piatt,40.0919,-88.3323
Gallagher,Richland,38.3804,-88.1002
Galt,Whiteside,41.4722,-89.4544
Galton,Douglas,39.4422,-88.1801
Galva,Henry,41.1003,-90.0233
Ganntown,Johnson,37.2148,-88.4703
Garber,Ford,40.3057,-88.2254
Gard,Madison,38.5144,-89.5736
Garden Heights,Saline,37.4313,-88.3137
Garden of Eden,Kankakee,41.1011,-87.3342
Garden Plain,Whiteside,41.4803,-90.0749
Garden Prairie,Boone,42.1512,-88.4329
Gardena,Tazewell,40.3811,-89.3019
Gardner,Grundy,41.1108,-88.1835
Gards Point,Wabash,38.2828,-87.544
Garfield,La Salle,41.0506,-88.5722
Garland,Edgar,39.4306,-87.4841
Garnerville,White,38.0652,-88.0311
Garrett,Douglas,39.4755,-88.2527
Garrison,Hamilton,38.1454,-88.3109
Gartside,St Clair,38.3238,-90.021
Gays,Moultrie,39.2729,-88.2938
Gears Ferry,Jo Daviess,42.2321,-90.2754
Geff (Jeffersonville),Wayne,38.2633,-88.2415
Geneseo,Henry,41.2653,-90.0915
Geneva,Kane,41.5315,-88.1819
Geneva Road,Du Page,41.5317,-88.0905
Genoa,De Kalb,42.055,-88.4134
Georgetown,Carroll,42.0823,-89.4943
Georgetown,Vermilion,39.5831,-87.3809
Gerald,Champaign,40.1614,-87.5548
Gerlaw,Warren,40.5913,-90.3606
German Corner,Henry,41.1737,-90.0151
German Valley,Stephenson,42.1256,-89.2824
Germantown,Clinton,38.3313,-89.3218
Germantown Hills,Woodford,40.4559,-89.2804
Gibson City,Ford,40.2755,-88.2233
Gibsonia,Gallatin,37.3849,-88.1545
Gifford,Mclean,40.1821,-88.0116
Gila,Jasper,39.0646,-88.1537
Gilberts,Kane,42.0612,-88.2222
Gilbirds,Brown,39.5523,-90.4205
Gilchrist,Fulton,40.385,-90.0223
Gilchrist,Mercer,41.1219,-90.3727
Gilead,Calhoun,39.0727,-90.4002
Gilead Landing,Calhoun,39.0723,-90.4059
Gillespie,Macoupin,39.0747,-89.491
Gilletts,Will,41.3102,-87.5613
Gillum,Mclean,40.2428,-88.5358
Gilman,Ford,40.46,-87.5932
Gilman,Iroquois,40.46,-87.5932
Gilmer,Lake,42.1406,-88.0246
Gilmore,Bond,38.584,-89.3712
Gilmore,Effingham,38.5915,-88.4303
Gilson,Knox,40.5142,-90.1205
Ginger Hill,Rock Island,41.2617,-90.3402
Gingle Corners,Mercer,41.1547,-90.4409
Girard,Macoupin,39.2647,-89.4651
Gladstone,Henderson,40.5152,-90.574
Glasford,Peoria,40.3421,-89.4848
Glasgow,Scott,39.3302,-90.2848
Glen Avon,Mclean,40.2046,-88.3533
Glen Carbon,Madison,38.4454,-89.5859
Glen Carbon Crossing,Madison,38.4508,-89.5719
Glen Ellyn,Du Page,41.5239,-88.0401
Glen Oak,Du Page,41.5254,-88.0221
Glenarm,Sangamon,39.3725,-89.3856
Glenburn,Vermilion,40.0834,-87.4606
Glencoe,Cook,42.0806,-87.4529
Glendale,Pope,37.272,-88.4017
Glendale,Rock Island,41.2908,-90.2456
Glendale Heights,Du Page,41.5437,-88.0418
Glenn,Cook,41.4817,-87.4639
Glenn,Jackson,37.4813,-89.345
Glenview,Cook,42.0411,-87.4716
Glenview,St Clair,38.3513,-89.5614
Glenwood,Cook,41.3233,-87.3608
Glover,Champaign,40.0649,-88.0108
Godfrey,Madison,38.5728,-90.1112
Godley,Grundy,41.1412,-88.1437
Godley,Will,41.1412,-88.1437
Goeselville,Cook,41.3727,-87.4706
Golconda,Pope,37.2202,-88.2911
Golden,Adams,40.0633,-91.0103
Golden Acres,Peoria,40.4438,-89.3754
Golden Eagle,Calhoun,38.5336,-90.3444
Golden Gardens,St Clair,38.3522,-90.0624
Golden Gate,Wayne,38.2134,-88.1215
Golden Lily,Alexander,37.0432,-89.1109
Golf,Cook,42.0332,-87.4733
Good Hope,Mcdonough,40.3328,-90.4024
Goodenow,Lake,41.2329,-87.3812
Goodfield,Woodford,40.3747,-89.1629
Goodings Grove,Will,41.3745,-87.5551
Goodrich,Kankakee,41.0632,-88.0329
Goodwine,Iroquois,40.3402,-87.4704
Gordon,Crawford,39.0029,-87.4105
Goreville,Johnson,37.3316,-88.582
Gorham,Jackson,37.4306,-89.2909
Gorman,Grundy,41.154,-88.203
Gossett,White,37.5524,-88.2209
Gougars,Will,41.3125,-88.0017
Gowins,Pope,37.2637,-88.2804
Grafton,Jersey,38.5812,-90.2553
Grand Chain Landing,Pulaski,37.1335,-88.5935
Grand Detour,Ogle,41.5348,-89.2442
Grand Pass,Greene,39.2728,-90.3546
Grand Ridge,La Salle,41.1413,-88.4953
Grand Tower,Jackson,37.3735,-89.2952
Grandview,Effingham,39.3228,-87.5046
Grandview,Sangamon,39.4859,-89.3707
Graney,Madison,38.5001,-89.5449
Granite City,Madison,38.4205,-90.0855
Grantfork,Madison,38.4948,-89.3956
Grantsburg,Johnson,37.2327,-88.4449
Granville,Putnam,41.154,-89.1339
Grape Creek,Vermilion,40.0404,-87.3555
Gray Ford,Vermilion,40.1701,-87.4743
Graymont,Livingston,40.524,-88.4637
Grays Corner,Lawrence,38.3836,-87.4319
Grayslake,Lake,42.204,-88.023
Grayville,Edwards,38.1527,-87.5937
Grayville,White,38.1527,-87.5937
Greathouse Ford,Wayne,38.2728,-88.3749
Green Acres,Sangamon,39.5336,-89.4024
Green Brier,Crawford,38.5431,-87.5426
Green Creek,Effingham,39.121,-88.3124
Green River,Henry,41.2832,-90.1909
Green Rock,Henry,41.2823,-90.2127
Green Valley,Tazewell,40.2427,-89.3834
Greenbush,Warren,40.4243,-90.3207
Greendale,Clay,38.3747,-88.4152
Greendale,Marion,38.3747,-88.4152
