name,county,latitude,longitude
Greenfield,Greene,39.2037,-90.1245
Greenoak,Bureau,41.2849,-89.243
Greenpond,Pike,39.2943,-90.3834
Greenridge,Macoupin,39.251,-89.474
Greenup,Cumberland,39.1452,-88.0948
Greenview,Menard,40.0459,-89.4417
Greenville,Bond,38.5332,-89.2447
Greenwich,Kankakee,41.0706,-87.5537
Greenwood,McHenry,42.2333,-88.2321
Greer,Iroquois,40.3159,-87.3541
Gretna,Du Page,41.5353,-88.0605
Gridley,Mclean,40.4436,-88.5253
Griffin,Mercer,41.1425,-90.2922
Grigg,Randolph,38.1126,-89.5428
Griggsville,Pike,39.4232,-90.4328
Grimsby,Jackson,37.4501,-89.2657
Grinnell,Massac,37.1645,-88.522
Griswold,Livingston,40.5447,-88.2114
Groat,Franklin,37.5804,-88.5216
Gross,Hardin,37.3159,-88.1726
Gross Point,Cook,42.0444,-87.4321
Grove City,Christian,39.4224,-89.1749
Groveland,Tazewell,40.3533,-89.3204
Guilford,Jo Daviess,42.2503,-90.1801
Gulfport,Henderson,40.485,-91.051
Gurnee,Lake,42.2213,-87.5407
Gurney,Cass,39.5357,-90.03
Guthrie,Ford,40.303,-88.193
Hadley,Lawrence,38.431,-87.5431
Hadley,Pike,39.422,-90.5821
Hadley,Richland,38.431,-87.5431
Hadley Landing Public Ac,Calhoun,39.0246,-90.3524
Haegers Bend,McHenry,42.112,-88.1538
Hagaman,Macoupin,39.1837,-90.0441
Hagarstown,Fayette,38.5636,-89.1006
Hagener,Cass,39.5533,-90.235
Hahnaman,Whiteside,41.3754,-89.3806
Haines,Logan,40.1451,-89.353
Hainesville,Lake,42.2042,-88.0404
Haldane,Ogle,42.0345,-89.3426
Half Day,Lake,42.1204,-87.56
Hallidayboro,Jackson,37.532,-89.1413
Hallock,Iroquois,40.3341,-87.3546
Halls Ford,Coles,39.2614,-88.0925
Hallsville,De Witt,40.0903,-89.0534
Halsey,Union,37.3402,-89.271
Hamburg,Bond,38.5158,-89.1629
Hamburg,Calhoun,39.1348,-90.4303
Hamburg Landing,Union,37.2423,-89.2444
Hamel,Madison,38.532,-89.5043
Hamilton,Hancock,40.2347,-91.202
Hamilton Corners,Whiteside,41.4227,-89.5758
Hamlet,Mercer,41.185,-90.4406
Hamletsburg,Pope,37.0819,-88.2554
Hammond,Piatt,39.4749,-88.353
Hampshire,Kane,42.0552,-88.3149
Hampton,Rock Island,41.3321,-90.2433
Hanaford,Franklin,37.5721,-88.5025
Hanley Ford,Coles,39.2345,-88.0952
Hanna City,Peoria,40.413,-89.4742
Hanover,Jo Daviess,42.1523,-90.1646
Hanover Park,Du Page,41.5958,-88.0842
Hanson,Fayette,39.1302,-89.0639
Hanson,Shelby,39.1302,-89.0639
Harco,Williamson,37.4745,-88.39
Hardin,Calhoun,39.0924,-90.3704
Harding,La Salle,41.3054,-88.5058
Hardinville,Crawford,38.5458,-87.5013
Harlem,Winnebago,42.2025,-89.0104
Harmon,Lee,41.4322,-89.3314
Harmony,Jefferson,38.2426,-88.4734
Harmony,McHenry,42.094,-88.3135
Harper,Ogle,42.0829,-89.385
Harpster,Ford,40.242,-88.2655
Harris,Edgar,39.4035,-87.4219
Harris,Piatt,40.1357,-88.3533
Harrisburg,Saline,37.4418,-88.3226
Harrison,Jackson,37.4748,-89.2013
Harrison,Winnebago,42.2538,-89.1129
Harrisonville,Grundy,41.1714,-88.1817
Harrisonville,Monroe,38.1639,-90.21
Harrisonville Landing,Monroe,38.1644,-90.2153
Harristown,Macon,39.5114,-89.0502
Harrisville,Winnebago,42.0925,-89.0157
Hartford,Madison,38.5,-90.0545
Hartford,Williamson,37.4817,-88.3956
Hartland,McHenry,42.2149,-88.3026
Hartsburg,Logan,40.1503,-89.2627
Hartshorn,Vermilion,40.0747,-87.4219
Hartsville,Pope,37.3209,-88.2858
Harvard,McHenry,42.252,-88.3649
Harvard Hills,Tazewell,40.4343,-89.2853
Harvel,Montgomery,39.2122,-89.3156
Harvey,Cook,41.3636,-87.3848
Harwood Heights,Cook,41.5802,-87.4827
Hastings,Cook,41.4052,-87.5818
Hastings,Vermilion,39.5433,-87.5329
Hastings Landing,Calhoun,38.5756,-90.4015
Havana,Mason,40.18,-90.0339
Hawthorn Woods,Lake,42.1301,-88.0258
Hayes,Douglas,39.5145,-88.1652
Haynes,Sangamon,39.5058,-89.1747
Haypress,Greene,39.2141,-90.3205
Hazel Crest,Cook,41.3418,-87.414
Hazel Dell,Cumberland,39.1208,-88.0228
Hazelgreen,Cook,41.41,-87.4424
Hazelhurst,Carroll,41.5748,-89.411
Hazelhurst,Ogle,41.5748,-89.411
Heapsville,Henderson,40.4535,-91.0418
Heathsville,Crawford,38.5348,-87.3404
Heaton,Vermilion,40.2439,-87.3522
Hebron,McHenry,42.2818,-88.2556
Hecker,Monroe,38.1818,-89.5939
Hegeler,Bureau,41.2221,-89.1056
Hegeler,Vermilion,40.0432,-87.3806
Hegewisch,Cook,41.3913,-87.3249
Helena,Lawrence,38.3651,-87.515
Helm,Marion,38.304,-88.4231
Helmar,Kendall,41.3242,-88.2902
Heman,Macon,39.5649,-89.062
Henderson,Knox,41.013,-90.2122
Henderson,Macoupin,39.0921,-89.4743
Henderson Grove,Knox,41.0111,-90.2441
Hendrix,Mclean,40.251,-88.584
Henkel,Lee,41.3601,-89.1025
Hennepin,Putnam,41.1515,-89.2032
Henning,Vermilion,40.1818,-87.4203
Henry,Marshall,41.0641,-89.2123
Henton,Shelby,39.2749,-88.5416
Herald,White,37.5759,-88.1053
Herbert,Boone,42.0917,-88.4634
Hermon,Knox,40.4525,-90.1911
Herod,Pope,37.3449,-88.261
Herrick,Shelby,39.1313,-88.5904
Herrin,Williamson,37.4811,-89.0139
Herrin Junction,Williamson,37.4927,-89.004
Herscher,Kankakee,41.0257,-88.0552
Hersman,Brown,39.57,-90.4428
Hervey City,Macon,39.452,-88.5103
Hettick,Macoupin,39.2118,-90.0213
Hewittsville,Christian,39.3214,-89.185
Heyworth,Mclean,40.1848,-88.5825
Hickman,Iroquois,40.3403,-87.4552
Hickory Corners,Franklin,37.594,-89.0008
Hickory Corners,Lake,42.2758,-88.0101
Hickory Grove,Adams,39.5611,-91.1839
Hickory Grove,Carroll,42.0335,-90.0403
Hickory Hills,Cook,41.4332,-87.493
Hicks,Hardin,37.3235,-88.2232
Hidalgo,Jasper,39.0921,-88.0849
Higginsville,Vermilion,40.1431,-87.4526
Highland,Madison,38.4422,-89.4016
Highland Hills,Du Page,41.5057,-88.0016
Highland Park,Lake,42.1054,-87.4801
Highmoor,Lake,42.1159,-87.5032
Highway Village,Tazewell,40.3957,-89.3245
Highwood,Lake,42.1159,-87.4833
Hildreth,Edgar,39.5156,-87.5008
Hill,Effingham,38.5549,-88.3116
Hillcrest,Ogle,41.5704,-89.0352
Hillerman,Massac,37.1412,-88.5323
Hillery,Vermilion,40.0752,-87.414
Hillsboro,Montgomery,39.094,-89.2937
Hillsdale,Rock Island,41.3649,-90.1022
Hillside,Cook,41.524,-87.541
Hilltop,Menard,40.0133,-89.5231
Hilltop,St Clair,38.3532,-90.0304
Hillview,Greene,39.2702,-90.3228
Himrod,Vermilion,40.0203,-87.3602
Hinckley,De Kalb,41.4608,-88.3827
Hindsboro,Douglas,39.4106,-88.0801
Hines,Cook,41.5113,-87.5022
Hinsdale,Du Page,41.4803,-87.5613
Hitt,Carroll,41.5941,-89.4408
Hitt,La Salle,41.19,-88.5122
Hodgeville,Pope,37.2044,-88.3337
Hodgkins,Cook,41.4608,-87.5128
Hoffman,Clinton,38.3229,-89.1549
Hoffman Estates,Cook,42.0234,-88.0447
Hogue Town,Clark,39.1125,-87.5541
Hogville Landing,Calhoun,39.0458,-90.4049
Holcomb,Ogle,42.0353,-89.0544
Holcombville Corners,McHenry,42.173,-88.1912
Holder,Mclean,40.2704,-88.4815
Holiday Hills,McHenry,42.1724,-88.1329
Holiday Shores,Madison,38.5519,-89.5626
Holland,Effingham,39.1257,-88.4456
Holland,Shelby,39.1257,-88.4456
Holliday,Fayette,39.1259,-88.4929
Holliday,Shelby,39.1259,-88.4929
Hollis,Peoria,40.3548,-89.4012
Hollowayville,Bureau,41.2154,-89.1749
Hollywood Heights,St Clair,38.3757,-89.5947
Holmes,Tazewell,40.2301,-89.3507
Holmes Corner,Pope,37.1931,-88.3801
Holmes Landing,Schuyler,40.1037,-90.121
Homberg,Pope,37.1931,-88.3307
Homer,Champaign,40.0205,-87.5729
Hometown,Cook,41.4404,-87.4353
Homewood,Cook,41.3326,-87.3956
Honey Bend,Montgomery,39.1519,-89.3722
Honey Creek,Ogle,41.5925,-89.1647
Hoodville,Hamilton,38.0257,-88.3138
Hookdale,Bond,38.4935,-89.1841
Hooper,Iroquois,40.5609,-87.3624
Hoopeston,Vermilion,40.2802,-87.4006
Hooppole,Henry,41.312,-89.5435
Hope,Vermilion,40.122,-87.5415
Hopedale,Tazewell,40.2515,-89.2452
Hopkins Park,Kankakee,41.0348,-87.373
Hopper,Henderson,40.4708,-90.5926
Horace,Edgar,39.4313,-87.4224
Horatio Gardens,Lake,42.0952,-87.5632
Hord,Clay,38.5304,-88.3116
Hornsby,Macoupin,39.1014,-89.4442
Horseshoe,Saline,37.4156,-88.2244
Houston,Randolph,38.0933,-89.4652
Howardton,Jackson,37.3745,-89.2752
Hoyleton,Washington,38.263,-89.1627
Hubbard,Wayne,38.1943,-88.2136
Hubbard Woods,Cook,42.0656,-87.4434
Hubbard Woods,Marion,38.3052,-89.0123
Hubly,Menard,40.0808,-89.3932
Hudgens,Williamson,37.3918,-88.5627
Hudson,Mclean,40.3621,-88.5914
Huegely,Washington,38.242,-89.1906
Huey,Clinton,38.3616,-89.1728
Huffaker,Sangamon,39.4029,-89.5723
Hughes,Edgar,39.4628,-87.5328
Hugo,Douglas,39.4514,-88.0856
Hull,Pike,39.4225,-91.1224
Humboldt,Coles,39.3615,-88.1908
Hume,Edgar,39.4748,-87.5207
Humm Wye,Hardin,37.2738,-88.2422
Humrick,Vermilion,39.5456,-87.3256
Hunt City Hunt PO,Jasper,39.0304,-88.0124
Hunter,Boone,42.2544,-88.5215
Huntley,McHenry,42.1005,-88.2541
Huntsville,Schuyler,40.1128,-90.5152
Hurricane,Greene,39.173,-90.2924
Hurst,Williamson,37.4959,-89.0834
Hustle,Vermilion,40.28,-87.4955
Hutchins Park,Winnebago,42.2246,-89.0357
Hutsonville,Crawford,39.0634,-87.3923
Hutton,Coles,39.2445,-88.0504
Idlewild,Lake,42.2111,-87.5934
Idlewood,Jefferson,38.2249,-88.5522
Idylside,Will,41.3108,-88.0719
Illiana,Vermilion,40.1147,-87.3155
Illiana Heights,Kankakee,41.1008,-87.3235
Illinois City,Rock Island,41.2351,-90.5358
Illiopolis,Sangamon,39.5113,-89.1431
Imbs,St Clair,38.3125,-90.0807
Ina,Jefferson,38.0904,-88.5414
Independence,Pike,39.3153,-90.4729
Indian Creek,Lake,42.1337,-87.5847
Indian Head Park,Cook,41.4613,-87.5408
Indian Hill,Cook,41.3006,-87.3852
Indian Oaks,Kankakee,41.113,-87.5105
Indianola,Vermilion,39.5538,-87.4424
Industry,Mcdonough,40.194,-90.3625
Ingalls Park,Will,41.3121,-88.0234
Ingalton,Du Page,41.5422,-88.1213
Ingleside,Lake,42.2252,-88.0823
Ingleside Shore,Lake,42.2406,-88.0839
Ingraham,Clay,38.501,-88.2002
Inman,Gallatin,37.5016,-88.1023
Inverness,Cook,42.0705,-88.0546
Iola,Clay,38.5004,-88.3741
Iowa Junc,Peoria,40.3928,-89.3817
Iowa Junction,Henderson,40.4114,-91.0336
Ipava,Fulton,40.2105,-90.1928
Irene,Boone,42.1013,-88.5401
Iron,White,37.5826,-88.1429
Iroquois,Iroquois,40.4939,-87.3455
Irving,Montgomery,39.1221,-89.2416
Irvington,Washington,38.2621,-89.0946
Irwin,Kankakee,41.0308,-87.5902
Irwins Park,Sangamon,39.3734,-89.4334
Isabel,Edgar,39.3919,-87.57
Island Grove,Sangamon,39.4327,-89.5739
Island Lake,Lake,42.1634,-88.1131
Itasca,Du Page,41.583,-88.0026
Iuka,Marion,38.3658,-88.4725
Ivanhoe,Lake,42.1644,-88.0231
Ivesdale,Champaign,39.5636,-88.2719
Ivy,Monroe,38.0905,-90.1403
Jacksonville,Morgan,39.4402,-90.1344
Jacob,Jackson,37.4442,-89.3213
Jalapa,Greene,39.1314,-90.1927
Jamaica,Vermilion,39.5928,-87.4824
Jamesburg,Vermilion,40.1544,-87.4456
Jamestown,Clinton,38.4402,-89.3052
Jamestown,Perry,38.0259,-89.3145
Janesville,Coles,39.2227,-88.1437
Janesville,Cumberland,39.2227,-88.1437
Jaques,Brown,39.5302,-90.4435
Jeisyville,Christian,39.3438,-89.2418
Jenkins,De Witt,40.091,-89.0201
Jenkins,Williamson,37.5115,-88.5539
Jerome,Sangamon,39.4603,-89.405
Jerseyville,Jersey,39.0712,-90.1942
Jewell Road,Du Page,41.5236,-88.0809
Jewett,Cumberland,39.1228,-88.1445
Jimtown,Fayette,38.5916,-89.1245
Joetta,Hancock,40.2601,-90.5553
Johannisburg,Washington,38.2304,-89.3911
Johnsburg,McHenry,42.2248,-88.1431
Johnsonville,Vermilion,40.1238,-87.4011
Johnsonville,Wayne,38.312,-88.3213
Johnston City,Williamson,37.4914,-88.5539
Johnstown,Cumberland,39.2148,-88.1713
Joliet,Will,41.313,-88.0454
Jones,Coles,39.2709,-88.2009
Jones Ridge,Jackson,37.4801,-89.3731
Jonesboro,Union,37.2706,-89.1605
Jonesville,La Salle,41.1841,-89.0417
Joppa,Massac,37.1223,-88.5041
Joppa Junction,Johnson,37.1947,-89.0153
Joslin,Rock Island,41.3326,-90.1319
Joy,Mercer,41.1148,-90.5249
Joy Prairie,Morgan,39.4712,-90.1753
Jules,Cass,39.5805,-90.1537
Julien Hill,Pope,37.283,-88.2843
Junction,Gallatin,37.4324,-88.1412
Junction City,Marion,38.3449,-89.074
Justice,Cook,41.444,-87.5016
Kahm,Greene,39.194,-90.1539
Kampsville,Calhoun,39.1752,-90.3632
Kane,Greene,39.1124,-90.2113
Kaneville,Kane,41.5007,-88.3119
Kangly,La Salle,41.0845,-88.5225
Kankakee,Kankakee,41.0712,-87.514
Kansas,Edgar,39.331,-87.5622
Kaolin,Union,37.3042,-89.18
Kappa,Woodford,40.4033,-89.0028
Karbers Ridge,Hardin,37.3447,-88.2
Karnak,Pulaski,37.1737,-88.5831
Kasbeer,Bureau,41.3018,-89.2748
Kaser,Greene,39.1758,-90.2751
Kaskaskia,Randolph,37.5517,-89.5447
Kaufman,Madison,38.5145,-89.4638
Kedron,Gallatin,37.3956,-88.2029
Kedron,Henry,41.2806,-89.5235
Keenes,Wayne,38.2017,-88.3835
Keenesville,Wayne,38.2408,-88.3853
Keeneyville,Du Page,41.5803,-88.0713
Keensburg,Wabash,38.2102,-87.5207
Kegley,Franklin,37.5434,-88.4435
Keithsburg,Mercer,41.0558,-90.5633
Kell,Marion,38.2928,-88.5423
Keller,Peoria,40.4541,-89.355
Kellerville,Adams,39.5552,-90.5604
Kellogg,Randolph,38.0057,-90.0316
Kellyville,Vermilion,40.0321,-87.3821
Kelsey,Mason,40.1437,-90.0237
Kemp,Douglas,39.4144,-88.1107
Kemper,Jersey,39.1258,-90.0952
Kemper Landing,Monroe,38.0943,-90.163
Kempside,Washington,38.1902,-89.2536
Kempton,Ford,40.5608,-88.1414
Kenilworth,Cook,42.0509,-87.4303
Kennedy,Lake,42.1433,-87.5217
Kenner,Clay,38.3845,-88.3405
Kenney,De Witt,40.0548,-89.0509
Kensington,Cook,41.4041,-87.3626
Kent,Stephenson,42.1831,-89.5407
Kentland,Kendall,41.3247,-88.2602
Kentucky,Edgar,39.3536,-87.364
Kenwood,Champaign,40.0622,-88.174
Keptown,Effingham,39.0444,-88.4011
Kernan,La Salle,41.0834,-88.4423
Kerrick,Mclean,40.3311,-88.5915
Kewanee,Henry,41.1444,-89.5529
Keyesport,Bond,38.4431,-89.1625
Keyesport,Clinton,38.4431,-89.1625
Keyesport Landing,Bond,38.4524,-89.1622
Keys,Sangamon,39.4648,-89.3423
Kibbie,Crawford,39.0411,-87.5617
Kickapoo,Peoria,40.4724,-89.4504
Kickapoo,Peoria,40.4018,-89.3916
Kidd,Monroe,38.0702,-90.1022
Kidley,Edgar,39.4442,-87.3229
Kilbourne,Mason,40.0907,-90.0036
Kildeer,Lake,42.1014,-88.0252
Kincaid,Christian,39.3519,-89.2452
Kinderhook,Pike,39.4208,-91.0911
King,Greene,39.1351,-90.3444
Kingdom,Lee,41.5337,-89.2337
Kingman,Shelby,39.1801,-88.3335
Kings,Coles,39.4045,-87.5907
Kings,Ogle,42.0015,-89.0621
Kings Island,Lake,42.2303,-88.1051
Kingston,Adams,39.49,-91.014
Kingston,De Kalb,42.0559,-88.4532
Kingston Mines,Peoria,40.333,-89.4629
Kinmundy,Marion,38.4624,-88.5048
Kinsman,Grundy,41.1123,-88.341
Kirkland,De Kalb,42.0533,-88.5104
Kirksville,Moultrie,39.3414,-88.4006
Kirkwood,Warren,40.5157,-90.4454
Kisch,Cass,39.5457,-90.1203
Kise Crossing,Monroe,38.2513,-90.1528
Kishwaukee,Winnebago,42.0954,-89.09
Kittredge,Carroll,42.0759,-89.4644
Klines Corner,Wayne,38.2218,-88.1532
Klondike,Alexander,37.0346,-89.1354
Klondike,Lake,42.2527,-88.0857
Knapp,Sangamon,39.4253,-89.49
Knob Hill,Kendall,41.3603,-88.295
Knollwood,Lake,42.171,-87.5308
Knox,Knox,40.5603,-90.1517
Knoxville,Knox,40.543,-90.1705
Kramm,Peoria,40.4529,-89.4655
Kritesville,Calhoun,39.0557,-90.3951
Kuhn,Madison,38.4655,-89.5235
Kumler,Mclean,40.1759,-88.3441
L’Erable,Iroquois,40.5412,-87.5049
La Clede,Fayette,38.5247,-88.4255
La Crosse,Hancock,40.3144,-91.0122
La Fox,Kane,41.5311,-88.2432
La Grange,Brown,39.565,-90.3214
La Grange,Cook,41.4818,-87.5209
La Grange Park,Cook,41.5005,-87.5142
La Harpe,Hancock,40.35,-90.5809
La Rue,Union,37.3244,-89.2713
Lace,Du Page,41.4507,-87.5803
Lacon,Marshall,41.0129,-89.244
Ladd,Bureau,41.2257,-89.1308
Lafayette,Stark,41.0629,-89.5817
LaHogue,Ford,40.4548,-88.0517
Lake Barrington,Lake,42.1245,-88.0909
Lake Bluff,Lake,42.1644,-87.5003
Lake City,Moultrie,39.4516,-88.4312
Lake Corner,Lake,42.1419,-88.0642
Lake Creek,Franklin,37.5234,-89.0137
Lake Forest,Lake,42.1531,-87.5026
Lake Forest,Lake,42.124,-87.5312
Lake Fork,Logan,39.5814,-89.21
Lake in the Hills,McHenry,42.1054,-88.1949
Lake Summerset,Winnebago,42.2716,-89.2322
Lake Villa,Lake,42.2501,-88.0426
Lake Zurich,Lake,42.1149,-88.0536
Lakemoor,Lake,42.1943,-88.1156
Lakemoor,McHenry,42.1943,-88.1156
Lakeview,Madison,38.4256,-89.564
Lakeview,Madison,38.4756,-90.0458
Lakewood,Du Page,41.55,-88.1151
Lakewood,McHenry,42.1345,-88.2118
Lakewood,Mason,40.145,-90.0506
Lakewood,Shelby,39.193,-88.5358
Lakewood Shores,Will,41.1654,-88.0841
Lamb,Hardin,37.3154,-88.0729
LaMoille,Bureau,41.3154,-89.1647
Lanark,Carroll,42.0608,-89.5
Lancaster,Peoria,40.3449,-89.5014
Lancaster,Wabash,38.3252,-87.5155
Landes,Crawford,38.5153,-87.5321
Lane,De Witt,40.0721,-88.512
Lanesville,Sangamon,39.5109,-89.2056
Langham,Grundy,41.1748,-88.3204
Langley,Bureau,41.2209,-89.4117
Lansing,Cook,41.3353,-87.322
Lanton,Moultrie,39.4607,-88.3621
LaPlace,Macon,39.48,-88.4303
Larchland,Warren,40.4912,-90.391
Larkdale,Macon,39.5318,-88.5443
LaRose,Marshall,40.5856,-89.1407
Latham,Logan,39.5807,-89.0944
Latham Park,Winnebago,42.2206,-89.0346
Latona,Jasper,38.585,-88.1842
Laura,Stark,40.5517,-89.5535
Laurette,Mclean,40.1931,-88.3236
Lawler,Gallatin,37.4341,-88.1709
Lawn Ridge,Marshall,40.5826,-89.3745
Lawndale,Logan,40.1305,-89.1657
Lawrence,Boone,42.2628,-88.3828
Lawrenceville,Lawrence,38.4345,-87.4054
Layfield,Perry,38.0623,-89.2607
Le Claire,Madison,38.4744,-89.5725
Le Roy,Mclean,40.2107,-88.4551
Leaf River,Ogle,42.0732,-89.2413
Leamington,Gallatin,37.3822,-88.1825
Lebanon,St Clair,38.3614,-89.4826
Ledford,Saline,37.42,-88.3524
Lee,Lee,41.4742,-88.5629
Lee Center,Lee,41.4451,-89.1643
Leeds,La Salle,41.0115,-88.5917
Leesburg,Fulton,40.145,-90.1902
Leesville,Kankakee,41.0129,-87.373
Lehigh,Kankakee,41.0637,-88.0105
Leisure City,Pope,37.2925,-88.2633
Leithton,Lake,42.1447,-87.5846
Leland,La Salle,41.3645,-88.4758
Leland Grove,Sangamon,39.4637,-89.4045
Lemmon,Sangamon,39.3153,-89.4739
Lemont,Cook,41.4025,-88.0006
Lena,Stephenson,42.2246,-89.492
Lenzburg,St Clair,38.1714,-89.4902
Leon Corners,Whiteside,41.3539,-89.5513
Leonard,Iroquois,40.4607,-87.5519
Leonore,La Salle,41.1122,-88.585
Lerna,Coles,39.2506,-88.1719
Lester,Marion,38.4809,-88.5835
Leverett,Champaign,40.1121,-88.1235
Levings,Pulaski,37.1302,-89.0342
Lewis Corner,Pope,37.1621,-88.3446
Lewisburg,Menard,39.5812,-89.4957
Lewistown,Fulton,40.2335,-90.0917
Lexington,Mclean,40.3829,-88.47
Liberty,Adams,39.5246,-91.0628
Liberty,Saline,37.4312,-88.3418
Libertyville,Lake,42.1659,-87.5711
Lick Creek,Union,37.3121,-89.043
Lidice,Will,41.3317,-88.0525
Lifers Landing,Hancock,40.1454,-91.2909
Lightsville,Ogle,42.0849,-89.2415
Lilly,Tazewell,40.3215,-89.1712
Lillyville,Cumberland,39.1123,-88.2707
Lily Cache,Will,41.3525,-88.1053
Lily Lake,Kane,41.5656,-88.284
Lilymoor,McHenry,42.195,-88.1247
Lima,Adams,40.1039,-91.2242
Limerick,Bureau,41.2941,-89.2801
Lincoln,Logan,40.0854,-89.2153
Lincoln Estates,Will,41.3009,-87.4825
Lincolnwood,Cook,42.0016,-87.4348
Lincolnwood Hills,Will,41.3041,-87.5445
Lindenhurst,Lake,42.2438,-88.0134
Lindenwood,Ogle,42.0311,-89.015
Lintner,Macon,39.48,-88.4004
Lipsey,Coles,39.2929,-88.2504
Lis,Jasper,39.0112,-88.1537
Lisbon,Kendall,41.2853,-88.2856
Lisbon Center,Kendall,41.3128,-88.2602
Lisle,Du Page,41.4804,-88.0429
Litchfield,Kankakee,41.0948,-87.3512
Litchfield,Montgomery,39.1031,-89.3915
Literberry,Morgan,39.5115,-90.1158
Lithia,Shelby,39.2539,-88.4304
Little America,Fulton,40.2421,-90.0204
Little Indian,Cass,39.5315,-90.1204
Little Rock,Kendall,41.4303,-88.3434
Little York,Warren,41.004,-90.4446
Littleton,Schuyler,40.1402,-90.372
Lively Grove,Washington,38.1823,-89.3641
Liverpool,Fulton,40.233,-90.0003
Livingston,Clark,39.2424,-87.3846
Livingston,Madison,38.5803,-89.455
Loami,Sangamon,39.4032,-89.5048
Lockhaven,Jersey,38.5626,-90.1717
Lockport,Will,41.3522,-88.0328
Loda,Iroquois,40.3103,-88.0419
Lodemia,Livingston,40.4826,-88.3357
Lodge,Piatt,40.0622,-88.3336
Log Cabin Camp,Kankakee,41.0942,-87.3456
Logan,Edgar,39.4414,-87.3618
Lomax,Henderson,40.4044,-91.0422
Lombard,Du Page,41.5248,-88.0028
Lombardville,Stark,41.1316,-89.393
London Mills,Fulton,40.4238,-90.1558
Lone Tree,Henderson,40.5013,-91.0105
Long Branch,Mason,40.1302,-90.0216
Long Branch,Saline,37.5306,-88.3438
Long Creek,Macon,39.4843,-88.5051
Long Grove,Lake,42.1042,-87.5952
Long Lake,Lake,42.2247,-88.0705
Long Lake,Lake,42.2215,-88.0739
Long Point,Livingston,41.0017,-88.533
Long Shore Park,Peoria,40.4522,-89.3339
Longview,Champaign,39.5312,-88.0359
Loogootee,Fayette,38.5417,-88.5113
Loon Lake,Lake,42.2649,-88.0524
Loose Pulley Junction,Ogle,42.0734,-89.1326
Loraine,Adams,40.0915,-91.132
Loran,Stephenson,42.1406,-89.5437
Lorenzo,Will,41.205,-88.1256
Loretto,Livingston,40.584,-88.2605
Lostant,La Salle,41.0834,-89.0336
Lotus,Champaign,40.1908,-88.2721
Lotus Woods,Lake,42.2519,-88.1023
Louisville,Clay,38.462,-88.3009
Love,Bureau,41.3409,-89.4821
Loves Corner,Hardin,37.2944,-88.1014
Loves Park,Winnebago,42.1912,-89.0329
Lovilla,Hamilton,38.0924,-88.4
Lovington,Moultrie,39.4256,-88.3757
Low Point,Woodford,40.5221,-89.1848
Lowder,Sangamon,39.3303,-89.5045
Lowell,La Salle,41.1502,-89.0038
Loxa,Coles,39.295,-88.1602
Lucas,Logan,40.1824,-89.2203
Ludlow,Mclean,40.2313,-88.0739
Lumaghi Heights,Madison,38.4013,-89.5652
Lusk,Pope,37.2858,-88.2827
Luther,Mason,40.1136,-89.3911
Lyndon,Whiteside,41.4303,-89.5533
Lynn Center,Henry,41.1745,-90.2128
Lynnville,Morgan,39.4113,-90.2045
Lynwood,Cook,41.3135,-87.3219
Lyons,Cook,41.4848,-87.4905
Mabel,Edgar,39.5235,-87.4132
Macedonia,Franklin,38.0307,-88.4219
Macedonia,Hamilton,38.0307,-88.4219
Mackinaw,Tazewell,40.3213,-89.2127
Mackinaw Dells,Woodford,40.3726,-89.1351
Macomb,Mcdonough,40.2733,-90.4018
Macon,Macon,39.4246,-88.5949
Macoupin,Macoupin,39.1248,-89.5726
Madison,Madison,38.4057,-90.0925
Madonnaville,Monroe,38.1554,-90.1448
Maeystown,Monroe,38.1329,-90.14
Magnet,Coles,39.2621,-88.2352
Magnolia,Putnam,41.0649,-89.114
Mahomet,Champaign,40.1143,-88.2415
Maizetown,Vermilion,39.5715,-87.4816
Makanda,Jackson,37.3703,-89.1232
Malden,Bureau,41.2528,-89.2209
Malta,De Kalb,41.5547,-88.5139
Malvern,Whiteside,41.5119,-89.5312
Manchester,Scott,39.3232,-90.1956
Manhattan,Will,41.2521,-87.5909
Manito,Mason,40.2533,-89.4645
Manley,Fulton,40.3502,-90.2532
Manlius,Bureau,41.2723,-89.4008
Mannon,Mercer,41.1352,-90.5724
Mansfield,Piatt,40.1241,-88.3022
Manson Ford,Pope,37.2703,-88.3403
Manteno,Kankakee,41.1502,-87.4953
Manville,Livingston,41.0318,-88.4558
Maple,Madison,38.5137,-89.5235
Maple Grove,Edwards,38.32,-88.0538
Maple Park,Kane,41.5427,-88.3557
Maple Point,Cumberland,39.1956,-88.0647
Maples Mill,Fulton,40.2542,-90.015
Mapleton,Peoria,40.3359,-89.4354
Maplewood Park,St Clair,38.3432,-90.1034
Maquon,Knox,40.4756,-90.0956
Marblehead,Adams,39.5023,-91.2206
Marcelline,Adams,40.0705,-91.2202
Marcoe,Jefferson,38.1601,-88.5759
Marcus,Carroll,42.093,-90.1145
Marengo,McHenry,42.1455,-88.363
Marietta,Fulton,40.3004,-90.2333
Marigold,Randolph,38.0447,-90.0023
Marine,Madison,38.4711,-89.4639
Marion,Williamson,37.435,-88.5559
Marissa,St Clair,38.15,-89.45
Mark,Putnam,41.1552,-89.15
Market Place,Cook,42.0246,-87.5621
Markham,Cook,41.3537,-87.4141
Markham,Morgan,39.4445,-90.194
Marley,Edgar,39.3046,-87.3654
Marley,Will,41.3255,-87.5532
